end_station_name,return_count_dry,return_count_rainy,return_share_dry,return_share_rainy,total_return_count,rainy_minus_dry_share,rainy_dry_share_ratio,end_lat,end_lng
Halsted St & Dickens Ave,8338.0,3189.0,0.0026078008838624728,0.002867344195493711,11527.0,0.0002595433116312383,1.0995257014105777,41.919936,-87.64883
Hampden Ct & Diversey Ave,1683.0,844.0,0.000526376695555354,0.0007588706494188436,2527.0,0.00023249395386348956,1.4416865604804876,41.9325593,-87.6423847
Sheffield Ave & Wrightwood Ave,9764.0,3630.0,0.0030537980127168605,0.003263863101173462,13394.0,0.00021006508845660158,1.0687881185309946,41.928712,-87.653833
Lincoln Ave & Fullerton Ave,12113.0,4447.0,0.0037884735075828894,0.003998457082897627,16560.0,0.00020998357531473721,1.0554269468870494,41.924161029067626,-87.64638036489487
Clinton St & Washington Blvd,22527.0,8062.0,0.00704556614425161,0.007248833146462934,30589.0,0.00020326700221132404,1.028850339234531,41.883378993326986,-87.64117008864396
Sangamon St & Lake St,7229.0,2734.0,0.0022609489793046075,0.002458237388046349,9963.0,0.0001972884087417413,1.087259077178886,41.88577925240433,-87.65102460980414
Indiana Ave & Roosevelt Rd,15394.0,5574.0,0.004814642217099893,0.005011783175190325,20968.0,0.0001971409580904318,1.0409461198267522,41.86788801019692,-87.6230410031074
Clark St & Newport St,12551.0,4585.0,0.00392546280803045,0.0041225378288926515,17136.0,0.0001970750208622014,1.0502042638780769,41.94454,-87.654678
Wood St & Milwaukee Ave,6381.0,2430.0,0.0019957276852874115,0.002184900092521078,8811.0,0.00018917240723366653,1.0947886396724429,41.90746150493701,-87.67240429168085
Wells St & Randolph St,9016.0,3338.0,0.002819852814692259,0.0030013154357347153,12354.0,0.00018146262104245647,1.0643517830949192,41.884295,-87.633963
Wilton Ave & Diversey Pkwy*,3506.0,1416.0,0.0010965399255003395,0.0012731763502098134,4922.0,0.00017663642470947395,1.1610851183040676,41.932418,-87.652705
Wabash Ave & Grand Ave,16170.0,5818.0,0.005057344722002421,0.0052311723202829764,21988.0,0.00017382759828055584,1.034371310136917,41.891466,-87.62676099999999
Mies van der Rohe Way & Chestnut St,10553.0,3862.0,0.0033005664100984257,0.00347246261617959,14415.0,0.00017189620608116423,1.052080804517196,41.8985866514,-87.6219152258
Dearborn St & Monroe St,11544.0,4203.0,0.003610512521385031,0.0037790679378049757,15747.0,0.0001685554164199449,1.0466846102144731,41.881319815,-87.6295209193
State St & Kinzie St,9792.0,3587.0,0.003062555319594787,0.0032252002600300853,13379.0,0.0001626449404352982,1.0531075753267511,41.8893754597427,-87.62707652193124
